id;dob;Sex;penAge;maritalSatatus;dobPartner;sexPartner;Lop;Lpp;LppIngegaan;Wzp;WzpIngegaan;Top;topStart;topEnd
943;02/17/1967;M;65;U;;F;5851;4095.7;;819.14;;1462.75;62;65
944;05/22/1940;F;65;M;07/22/1942;M;7328;5129.6;;1025.92;;1832;62;65
945;02/11/1946;F;65;M;04/11/1948;M;8968;6277.6;;1255.52;;2242;62;65
946;05/14/1976;M;65;U;;F;7154;5007.8;;1001.56;;1788.5;62;65
947;07/18/1952;M;65;M;05/18/1950;F;5729;4010.3;;802.06;;1432.25;62;65
948;07/10/1923;F;65;M;09/10/1925;M;14733;10313.1;;2062.62;;3683.25;62;65
949;03/15/1929;F;65;M;05/15/1931;M;16401;11480.7;;2296.14;;4100.25;62;65
950;02/23/1924;M;65;M;12/23/1921;F;20754;14527.8;;2905.56;;5188.5;62;65
951;05/27/1937;M;65;M;03/27/1935;F;6304;4412.8;;882.56;;1576;62;65
952;07/17/1930;M;65;M;05/17/1928;F;10668;7467.6;;1493.52;;2667;62;65
953;06/25/1937;F;65;M;08/25/1939;M;8880;6216;;1243.2;;2220;62;65
954;05/11/1964;M;65;U;;F;22762;15933.4;;3186.68;;5690.5;62;65
955;02/26/1966;F;65;U;;M;12577;8803.9;;1760.78;;3144.25;62;65
956;01/28/1992;M;65;U;;F;15696;10987.2;;2197.44;;3924;62;65
957;01/22/1936;F;65;M;03/22/1938;M;8166;5716.2;;1143.24;;2041.5;62;65
958;06/24/1911;M;65;M;04/24/1909;F;21243;14870.1;;2974.02;;5310.75;62;65
959;11/20/1921;M;65;M;09/20/1919;F;16429;11500.3;;2300.06;;4107.25;62;65
960;01/22/1929;F;65;M;03/22/1931;M;7672;5370.4;;1074.08;;1918;62;65
961;12/01/1923;M;65;M;10/01/1921;F;2104;1472.8;;294.56;;526;62;65
962;08/28/1949;M;65;M;06/28/1947;F;18492;12944.4;;2588.88;;4623;62;65
963;06/24/1972;F;65;U;;M;711;497.7;;99.54;;177.75;62;65
964;11/15/1929;F;65;M;01/15/1932;M;18189;12732.3;;2546.46;;4547.25;62;65
965;04/06/1932;F;65;M;06/06/1934;M;18514;12959.8;;2591.96;;4628.5;62;65
966;11/16/1959;M;65;U;;F;9775;6842.5;;1368.5;;2443.75;62;65
967;04/14/1948;M;65;M;02/14/1946;F;17136;11995.2;;2399.04;;4284;62;65
968;04/16/1944;M;65;M;02/16/1942;F;22442;15709.4;;3141.88;;5610.5;62;65
969;06/28/1993;F;65;U;;M;18990;13293;;2658.6;;4747.5;62;65
970;08/25/1971;F;65;U;;M;23218;16252.6;;3250.52;;5804.5;62;65
971;01/07/1964;F;65;U;;M;1715;1200.5;;240.1;;428.75;62;65
972;05/23/1930;M;65;M;03/23/1928;F;4089;2862.3;;572.46;;1022.25;62;65
973;05/02/1963;F;65;U;;M;7738;5416.6;;1083.32;;1934.5;62;65
974;03/17/1919;M;65;M;01/17/1917;F;10042;7029.4;;1405.88;;2510.5;62;65
975;04/28/1972;M;65;U;;F;11835;8284.5;;1656.9;;2958.75;62;65
976;03/12/1972;F;65;U;;M;22097;15467.9;;3093.58;;5524.25;62;65
977;02/26/1948;F;65;M;04/26/1950;M;16884;11818.8;;2363.76;;4221;62;65
978;05/01/1993;M;65;U;;F;13253;9277.1;;1855.42;;3313.25;62;65
979;05/11/1938;M;65;M;03/11/1936;F;19572;13700.4;;2740.08;;4893;62;65
980;09/26/1959;F;65;U;;M;7431;5201.7;;1040.34;;1857.75;62;65
981;08/08/1924;M;65;M;06/08/1922;F;2565;1795.5;;359.1;;641.25;62;65
982;07/04/1943;F;65;M;09/04/1945;M;7406;5184.2;;1036.84;;1851.5;62;65
983;09/11/1931;F;65;M;11/11/1933;M;3332;2332.4;;466.48;;833;62;65
984;02/04/1951;M;65;M;12/04/1948;F;20119;14083.3;;2816.66;;5029.75;62;65
985;06/28/1952;F;65;M;08/28/1954;M;3963;2774.1;;554.82;;990.75;62;65
986;10/26/1972;F;65;U;;M;22237;15565.9;;3113.18;;5559.25;62;65
987;08/03/1920;F;65;M;10/03/1922;M;16797;11757.9;;2351.58;;4199.25;62;65
988;10/10/1954;F;65;U;;M;11815;8270.5;;1654.1;;2953.75;62;65
989;05/20/1943;M;65;M;03/20/1941;F;4439;3107.3;;621.46;;1109.75;62;65
990;10/06/1983;M;65;U;;F;12216;8551.2;;1710.24;;3054;62;65
991;04/13/1978;M;65;U;;F;9025;6317.5;;1263.5;;2256.25;62;65
992;03/20/1909;M;65;M;01/20/1907;F;15649;10954.3;;2190.86;;3912.25;62;65
993;03/22/1939;M;65;M;01/22/1937;F;23510;16457;;3291.4;;5877.5;62;65
994;04/16/1957;M;65;U;;F;17939;12557.3;;2511.46;;4484.75;62;65
995;06/22/1931;M;65;M;04/22/1929;F;15883;11118.1;;2223.62;;3970.75;62;65
996;10/01/1951;F;65;M;12/01/1953;M;24536;17175.2;;3435.04;;6134;62;65
997;11/11/1965;M;65;U;;F;16447;11512.9;;2302.58;;4111.75;62;65
998;01/10/1950;M;65;M;11/10/1947;F;20208;14145.6;;2829.12;;5052;62;65
999;01/08/1926;F;65;M;03/08/1928;M;16773;11741.1;;2348.22;;4193.25;62;65
1000;02/19/1934;F;65;M;04/19/1936;M;11467;8026.9;;1605.38;;2866.75;62;65
